address_name,full_name,id,name,purpose_name,rubrics,type,address.building_id,address.components,address.postcode,point.lat,point.lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address.landmark_name,address_comment,address.building_name,reviews.rating,reviews.review_count,reviews.recommendation_count,building_name,city
"Лахтинская улица, 8 лит А",,70000001028415923,"Ателье tapas&bar, ресторан-бар испанской и мексиканской кухни",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,5348660212733938,"[{'number': '8 лит А', 'street': 'Лахтинская улица', 'street_id': '5348763291877927', 'type': 'street_number'}]",197136,59.961609,30.302765,4.9,186.0,6165.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.9,186.0,6165.0,,1 этаж,,5.0,1.0,,,Санкт-Петербург
"набережная реки Фонтанки, 5",,70000001077347519,"Lorenzo Medici, итальянский ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'piccerii', 'id': '51459', 'kind': 'additional', 'name': 'Пиццерии', 'parent_id': '2', 'short_id': 51459}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212689044,"[{'number': '5', 'street': 'набережная реки Фонтанки', 'street_id': '5348763291877433', 'type': 'street_number'}]",191023,59.937721,30.341743,4.9,517.0,7195.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.5, 'review_count': 2, 'tag': 'flamp'}]",4.9,1124.0,18456.0,,1 этаж,,3.5,2.0,,,Санкт-Петербург
"набережная канала Грибоедова, 5",,70000001056285246,"Saigo Izakaya Bar, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212793733,"[{'number': '5', 'street': 'набережная канала Грибоедова', 'street_id': '5348763291877441', 'type': 'street_number'}]",191186,59.939605,30.32768,4.7,165.0,250.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.7,165.0,250.0,,1 этаж,,5.0,1.0,,,Санкт-Петербург
"Вязовая улица, 8",,70000001101782747,"Юг22, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,5348660212853830,"[{'number': '8', 'street': 'Вязовая улица', 'street_id': '5348763291879092', 'type': 'street_number'}]",197110,59.967462,30.278579,4.8,11.0,20.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,11.0,20.0,ЖК Привилегия,,,,,,,Санкт-Петербург
"улица Комсомола, 2",,70000001100893214,Plague Arena,,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,5348660212734074,"[{'number': '2', 'street': 'улица Комсомола', 'street_id': '5348763291878891', 'type': 'street_number'}]",195009,59.954568,30.372567,4.7,13.0,32.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,13.0,32.0,,,,,,,,Санкт-Петербург
"улица Комсомола, 1-3",,70000001061034264,"Hop Hunting Club, ресторан-пивоварня",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,5348660212723105,"[{'number': '1-3', 'street': 'улица Комсомола', 'street_id': '5348763291878891', 'type': 'street_number'}]",195009,59.956201,30.371593,4.9,62.0,122.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,62.0,122.0,,1 этаж,ОЦ Арсенал,,,,,Санкт-Петербург
"Свердловская набережная, 60",,5348553838526666,"Jäger, рестопаб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212713825,"[{'number': '60', 'street': 'Свердловская набережная', 'street_id': '5348763291881197', 'type': 'street_number'}]",195160,59.953582,30.408792,4.8,149.0,212.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 2, 'review_count': 28, 'tag': 'flamp'}]",4.8,731.0,1041.0,,,,5.0,28.0,2.0,,Санкт-Петербург
"шоссе Революции, 3 к1",,70000001066602589,"Harat`s, ирландский паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,5348660212715290,"[{'number': '3 к1', 'street': 'шоссе Революции', 'street_id': '5348763291880264', 'type': 'street_number'}]",195160,59.958729,30.408555,4.6,33.0,73.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,257.0,571.0,,1 этаж,,,,,,Санкт-Петербург
"Брантовская дорога, 3",,70000001030531215,"Евразия, рестораны японской и европейской кухни",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'sushi_bary', 'id': '15791', 'kind': 'additional', 'name': 'Суши-бары', 'parent_id': '2', 'short_id': 15791}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660229231356,"[{'number': '3', 'street': 'Брантовская дорога', 'street_id': '5348763330557872', 'type': 'street_number'}]",195027,59.939922,30.417054,4.6,348.0,370.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2.5, 'review_count': 2, 'tag': 'flamp'}]",4.7,41777.0,167845.0,,3 этаж,ТРК Охта Молл,2.5,2.0,,,Санкт-Петербург
"Лабораторный проспект, 23а",,70000001082983593,"ParOn, лаундж-караоке-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'primary', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,70030076179242901,"[{'number': '23а', 'street': 'Лабораторный проспект', 'street_id': '5348763291879769', 'type': 'street_number'}]",195272,59.982546,30.38825,4.9,128.0,148.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 31, 'tag': 'flamp'}]",4.9,128.0,148.0,,2 этаж,"ЖК Дом на Лабораторном, 23а",5.0,31.0,,,Санкт-Петербург
"Брантовская дорога, 3",,70000001032759026,"Стейк давай, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",branch,5348660229231356,"[{'number': '3', 'street': 'Брантовская дорога', 'street_id': '5348763330557872', 'type': 'street_number'}]",195027,59.939974,30.417572,4.8,717.0,5891.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.2, 'review_count': 10, 'tag': 'flamp'}]",4.8,1695.0,14231.0,,3 этаж,ТРК Охта Молл,4.2,10.0,,,Санкт-Петербург
"Краснодонская улица, 4",,70000001025521522,"Beer&cakes, крафтовый бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212689184,"[{'number': '4', 'street': 'Краснодонская улица', 'street_id': '5348763291881226', 'type': 'street_number'}]",195160,59.955699,30.413402,4.8,25.0,43.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,25.0,43.0,,цокольный этаж,,,,,,Санкт-Петербург
"Кондратьевский проспект, 68 к4 ст1",,70000001045914183,"Парадная 0,5, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,70030076127446092,"[{'number': '68 к4 ст1', 'street': 'Кондратьевский проспект', 'street_id': '5348763291879658', 'type': 'street_number'}]",195272,59.98414,30.391382,4.9,45.0,58.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,45.0,58.0,ЖК Полюстрово Парк,,,,,,,Санкт-Петербург
"Пискарёвский проспект, 1",,70000001074200176,"Nyen, гастропаб",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212852974,"[{'number': '1', 'street': 'Пискарёвский проспект', 'street_id': '5348763291880041', 'type': 'street_number'}]",195160,59.957002,30.406054,4.9,44.0,635.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,45.0,637.0,,,,,,,,Санкт-Петербург
"Металлистов проспект, 116 лит А",,70000001020616424,"InDuke, гастробар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212797021,"[{'number': '116 лит А', 'street': 'Металлистов проспект', 'street_id': '5348763291879703', 'type': 'street_number'}]",195197,59.972121,30.39485,4.7,64.0,90.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.3, 'review_count': 3, 'tag': 'flamp'}]",4.8,281.0,346.0,ЖК Золотое Сечение,,,3.3,3.0,,,Санкт-Петербург
"улица Маршала Тухачевского, 31",,5348552838534629,"Забава, кафе-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212717686,"[{'number': '31', 'street': 'улица Маршала Тухачевского', 'street_id': '5348763291880188', 'type': 'street_number'}]",195067,59.970971,30.423121,2.5,26.0,40.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.5,26.0,40.0,,цокольный этаж,,,,,,Санкт-Петербург
"Большеохтинский проспект, 4",,70000001083370023,Лобби-бар,,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212713644,"[{'number': '4', 'street': 'Большеохтинский проспект', 'street_id': '5348763291881217', 'type': 'street_number'}]",195027,59.948924,30.408577,4.3,3.0,8.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,3.0,8.0,,2 этаж,Гостиница Охтинская,,,,,Санкт-Петербург
"Металлистов проспект, 65а","Санкт-Петербург, Металлистов проспект, 65а",5348552841602218,"Дружба, кафе-бар","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212689960,"[{'number': '65а', 'street': 'Металлистов проспект', 'street_id': '5348763291879703', 'type': 'street_number'}]",195221,59.969757,30.406774,3.2,35.0,42.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",3.2,34.0,41.0,,,,5.0,1.0,,,Санкт-Петербург
"Лафонская улица, 6",,5348552838497286,"Смольнинский, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,5348660212710283,"[{'number': '6', 'street': 'Лафонская улица', 'street_id': '5348763291879767', 'type': 'street_number'}]",191124,59.946978,30.389252,2.0,2.0,6.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.0,2.0,6.0,,1 этаж,,,,,,Санкт-Петербург
"улица Буренина, 2/27",,70000001058962657,Лобби-бар,,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,5348660212717396,"[{'number': '2/27', 'street': 'улица Буренина', 'street_id': '5348763291880238', 'type': 'street_number'}]",195067,59.969947,30.42601,5.0,4.0,5.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,4.0,5.0,,1 этаж,Бизнес-отель Карелия,,,,,Санкт-Петербург
"улица Савушкина, 141",,70000001017875057,"Maximilian, ресторан-пивоварня",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212718971,"[{'number': '141', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.989944,30.204862,4.0,144.0,232.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4, 'recommendation_count': 1, 'review_count': 7, 'tag': 'flamp'}]",4.0,144.0,232.0,,1 этаж,ТРЦ Меркурий,4.0,7.0,1.0,,Санкт-Петербург
"улица Савушкина, 141",,5348552838746708,"Евразия, рестораны японской и европейской кухни",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'sushi_bary', 'id': '15791', 'kind': 'additional', 'name': 'Суши-бары', 'parent_id': '2', 'short_id': 15791}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212718971,"[{'number': '141', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.990677,30.205576,4.6,385.0,515.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 1.7, 'review_count': 3, 'tag': 'flamp'}]",4.7,41777.0,167845.0,,3 этаж,ТРЦ Меркурий,1.7,3.0,,,Санкт-Петербург
"Приморский проспект, 80 ст1",,70000001041856324,"Milwaukee, бар-ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660251695106,"[{'number': '80 ст1', 'street': 'Приморский проспект', 'street_id': '5348763291879306', 'type': 'street_number'}]",197374,59.989174,30.188015,4.7,73.0,119.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,73.0,119.0,,1 этаж,Лахта Холл,,,,,Санкт-Петербург
"Мебельная улица, 35Б к2",,5348553838611245,"Три башни, паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,5348660212822977,"[{'number': '35Б к2', 'street': 'Мебельная улица', 'street_id': '5348763291879485', 'type': 'street_number'}]",197345,59.995616,30.20012,4.6,21.0,27.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,21.0,27.0,ЖК Токио,1-2 этаж,,,,,,Санкт-Петербург
"улица Савушкина, 143 к1",,5348552838784048,"Алхимик, кафе-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212721490,"[{'number': '143 к1', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.989861,30.202689,4.3,39.0,64.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 2, 'review_count': 3, 'tag': 'flamp'}]",4.3,39.0,64.0,,цокольный этаж,,5.0,3.0,2.0,,Санкт-Петербург
"улица Савушкина, 143 к1",,5348553838840205,"Beer House, сеть баров",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212721490,"[{'number': '143 к1', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.989476,30.202491,4.6,87.0,371.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 1, 'tag': 'flamp'}]",4.8,3642.0,15770.0,,цокольный этаж,,3.0,1.0,,,Санкт-Петербург
"улица Савушкина, 141",,70000001104005301,"UKUSNO сербская кухня, кафе",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'primary', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'bystroe_pitanie', 'id': '165', 'kind': 'additional', 'name': 'Быстрое питание', 'parent_id': '2', 'short_id': 165}]",branch,5348660212718971,"[{'number': '141', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.991427,30.206549,5.0,4.0,5.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,610.0,957.0,,3 этаж,ТРЦ Меркурий,,,,,Санкт-Петербург
"улица Савушкина, 141",,70000001084460882,"Бокал вина, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,5348660212718971,"[{'number': '141', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.991303,30.206103,5.0,2.0,3.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,2.0,3.0,,3 этаж; корнер 4,ТРЦ Меркурий,,,,,Санкт-Петербург
"улица Савушкина, 141",,70000001055448863,"Ontap Меркурий, корнер",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'additional', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}]",branch,5348660212718971,"[{'number': '141', 'street': 'улица Савушкина', 'street_id': '5348763291879321', 'type': 'street_number'}]",197374,59.991453,30.206562,4.9,80.0,85.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,823.0,1089.0,,3 этаж; корнер 20,ТРЦ Меркурий,,,,,Санкт-Петербург
"Сизова проспект, 9",,70000001025296302,"Bahroma, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,5348660212738318,"[{'number': '9', 'street': 'Сизова проспект', 'street_id': '5348763291879825', 'type': 'street_number'}]",197349,60.004266,30.273078,4.9,1264.0,20783.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 3, 'tag': 'flamp'}]",4.8,10523.0,65432.0,,2 этаж,,3.0,3.0,,,Санкт-Петербург
"Коломяжский проспект, 15 к2",,5348552838670580,"Контакт, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212745260,"[{'number': '15 к2', 'street': 'Коломяжский проспект', 'street_id': '5348763291879376', 'type': 'street_number'}]",197348,60.001881,30.299094,4.8,735.0,851.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.7, 'recommendation_count': 1, 'review_count': 10, 'tag': 'flamp'}]",4.9,14021.0,18004.0,ЖК Богатырский,2 этаж,,3.7,10.0,1.0,,Санкт-Петербург
"улица Академика Крылова, 4а","Санкт-Петербург, улица Академика Крылова, 4а",70000001024627938,"Beergarden, гриль-бар","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,70030076129807618,"[{'number': '4а', 'street': 'улица Академика Крылова', 'street_id': '5348763291879276', 'type': 'street_number'}]",197183,59.986011,30.300249,4.8,467.0,4013.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.8,467.0,4013.0,,,,5.0,3.0,,,Санкт-Петербург
"Торфяная дорога, 7 лит А",,5348552838555854,"Golden-Strike, развлекательный центр",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bouling', 'id': '170', 'kind': 'primary', 'name': 'Боулинг', 'parent_id': '2', 'short_id': 170}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212722076,"[{'number': '7 лит А', 'street': 'Торфяная дорога', 'street_id': '5348763291879475', 'type': 'street_number'}]",197374,59.990257,30.256528,4.7,105.0,159.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 8, 'tag': 'flamp'}]",4.7,105.0,159.0,,4 этаж,ТРК  Гулливер,3.0,8.0,,,Санкт-Петербург
